Star	HD	RA	dec	Vmag	Vmagerr	par	parerr	source	teff	tefferr	logg	loggerr	logglc	logglcerr	vt	vterr	feh	feherr	mass	masserr	Author	link	flag	updated	Comment	tmp
OGLE2-TR-L9	NULL	11 07 55.18	-61 08 46.60	NULL	NULL	NULL	NULL	Spec	6933	58	4.47	0.13	NULL	NULL	NULL	NULL	-0.05	0.2	1.52	0.08	Snellen et al. 2009	http://adsabs.harvard.edu/abs/2009A%26A...497..545S	NULL	2013-07-10	NULL	OGLE2-TR L9
ome Ser	141680	15 50 17.55	+02 11 47.44	5.23	NULL	11.93	0.28	Simbad	4928	35	2.69	0.06	NULL	NULL	1.55	0.04	-0.11	0.03	2.2	0.18	Andreasen et al. 2017	http://adsabs.harvard.edu/abs/2017arXiv170306671A	1	2017-01-19	NULL	NULL
omi CrB	136512	15 20 08.55	+29 36 58.34	5.52	NULL	12.08	0.44	Simbad	4792	35	2.65	0.14	NULL	NULL	1.48	0.03	-0.23	0.03	2.11	0.28	Sousa et al. 2015	http://adsabs.harvard.edu/abs/2015arXiv150302443S	1	2015-03-12	NULL	NULL
omi UMa	71369	08 30 15.87	+60 43 05.41	3.36	NULL	18.21	0.16	Simbad	5499	52	3.36	0.07	NULL	NULL	1.98	0.06	-0.01	0.05	1.63	0.14	Andreasen et al. 2017	http://adsabs.harvard.edu/abs/2017arXiv170306671A	1	2017-01-19	NULL	NULL
POTS-1	NULL	13 34 26.13	-66 34 52.02	17.94	NULL	NULL	NULL	Spec	4400	200	4.63	0.05	NULL	NULL	0.8	0.2	-0.03	0.15	0.7	0.05	Koppenhoefer et al. 2013	http://adsabs.harvard.edu/abs/2013arXiv1308.6574K	NULL	2013-09-04	NULL	2MASS J13342613-6634520
Pr0201	NULL	08 41 43.82	+20 13 36.81	10.33	NULL	NULL	NULL	Spec	6174	50	4.41	0.1	NULL	NULL	NULL	NULL	0.19	0.04	1.23	0.03	Quinn et al. 2012	http://adsabs.harvard.edu/abs/2012ApJ...756L..33Q	NULL	2013-02-26	NULL	NULL
Pr0211	NULL	08 42 11.49	+19 16 37.36	12.15	NULL	NULL	NULL	Spec	5326	50	4.55	0.1	NULL	NULL	NULL	NULL	0.19	0.04	0.95	0.04	Quinn et al. 2012	http://adsabs.harvard.edu/abs/2012ApJ...756L..33Q	NULL	2013-02-26	NULL	NULL
Proxima Cen	NULL	14 29 42.9	-62 40 46.16	11.13	NULL	768.13	1.04	Simbad	3050	100	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Anglada-Escude et al. 2016	http://adsabs.harvard.edu/abs/2016Natur.536..437A	0	2016-09-13	M5	NULL
Qatar-1	NULL	20 13 31.61	+65 09 43.48	12.84	0.14	NULL	NULL	Spec	4861	125	4.54	0.02	NULL	NULL	NULL	NULL	0.2	0.1	0.85	0.03	Alsubai et al. 2011	http://adsabs.harvard.edu/abs/2011MNRAS.417..709A	NULL	2013-07-10	NULL	Qatar 1
Qatar-2	NULL	13 50 37.40	-06 48 14.41	13.3	NULL	NULL	NULL	Spec	4637	316	4.23	0.61	NULL	NULL	0.63	0.83	0.09	0.17	0.88	0.26	Andreasen et al. 2017	http://adsabs.harvard.edu/abs/2017arXiv170306671A	1	2017-01-19	NULL	Qatar 2
Qatar-3	NULL	23 56 36.00	+36 12 47.00	12.88	NULL	1.73	NULL	Spec	6007	52	4.29	0.08	NULL	NULL	NULL	NULL	-0.04	0.08	1.15	0.08	Alsubai et al. 2016	http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1606.06882	0	2016-09-20	NULL	NULL
Qatar-4	NULL	00 19 26.00	+44 01 39.00	13.6	NULL	2.01	NULL	Spec	5219	50	4.32	0.02	NULL	NULL	NULL	NULL	0.17	0.08	0.97	0.07	Alsubai et al. 2016	http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1606.06882	0	2016-09-20	NULL	NULL
Qatar-5	NULL	00 28 13.00	+42 03 41.00	12.62	NULL	2.57	NULL	Spec	5747	49	4.43	0.04	NULL	NULL	NULL	NULL	0.38	0.08	1.14	0.08	Alsubai et al. 2016	http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1606.06882	0	2016-09-20	NULL	NULL
SAND364	NULL	08 49 57.00	+11 41 33.00	9.8	NULL	NULL	NULL	Spec	4457	104	2.26	0.2	NULL	NULL	1.6	0.11	-0.04	0.06	2.66	0.5	Andreasen et al. 2017	http://adsabs.harvard.edu/abs/2017arXiv170306671A	1	2017-01-19	NULL	NULL
sig Per	21552	03 30 34.49	+47 59 42.78	4.36	NULL	9.07	0.26	Simbad	4201	22	1.77	0.09	NULL	NULL	1.5	0.1	-0.21	0.06	2.25	0.5	Lee et al. 2014	http://adsabs.harvard.edu/abs/2014JKAS...47...69L	NULL	2014-05-23	NULL	NULL
SWEEPS-04	NULL	17 58 53.92	-29 11 20.6	18.8	NULL	NULL	NULL	Spec	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Sahu et al. 2006	http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:astro-ph/0610098	0	2017-01-09	NULL	NULL
SWEEPS-11	NULL	17 59 02.67	-29 11 53.5	19.83	NULL	NULL	NULL	Spec	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Sahu et al. 2006	http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:astro-ph/0610098	0	2017-01-09	NULL	NULL
TAP 26	NULL	04 18 52.00	+17 23 17.00	12.4	0.11	NULL	NULL	Spec	4620	50	4.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Yu et al. 2017	http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1701.01512	0	2017-01-10	NULL	NULL
tau Boo	120136	13 47 15.74	+17 27 24.85	4.49	0.05	64.03	0.19	Simbad	6339	73	4.19	0.1	NULL	NULL	1.7	0.16	0.23	0.07	1.4	0.11	Santos et al. 2004	http://adsabs.harvard.edu/abs/2004A%26A...415.1153S	1	2013-02-26	NULL	NULL
tau Gem	54719	07 11 08.37	+30 14 42.58	4.4	NULL	10.16	0.25	Simbad	4500	NULL	2.55	NULL	NULL	NULL	NULL	NULL	0.14	NULL	NULL	NULL	Hekker et al. 2007	http://adsabs.harvard.edu/abs/2007A%26A...475.1003H	NULL	2013-02-26	NULL	NULL
TRAPPIST-1	NULL	23 06 29.00	-05 02 29.0	18.8	0.08	82.58	2.58	Simbad	2550	55	NULL	NULL	NULL	NULL	NULL	NULL	0.04	0.08	NULL	NULL	Gillon et al. 2016	http://www.nature.com/nature/journal/vaop/ncurrent/full/nature17448.html	0	2016-05-04	M8	2MASS J23062928-0502285
TrES-1	NULL	19 04 09.84	+36 37 57.54	11.79	NULL	5.42	NULL	Spec	5226	38	4.4	0.1	4.57	0.01	0.9	0.05	0.06	0.05	0.85	0.07	Santos et al. 2006	http://adsabs.harvard.edu/abs/2006A%26A...458..997S	1	2013-02-26	NULL	NULL
TrES-2	NULL	19 07 14.03	+49 18 59.07	11.41	NULL	3.95	NULL	Spec	5795	73	4.3	0.13	4.47	0.01	0.79	0.12	0.06	0.08	1.04	0.09	Ammler-von Eiff et al. 2009	http://adsabs.harvard.edu/abs/2009A%26A...507..523A	1	2013-04-15	NULL	NULL
TrES-3	NULL	17 52 07.02	+37 32 46.20	12.4	NULL	3.64	NULL	Spec	5502	157	4.44	0.22	4.57	0.03	1	0.3	-0.1	0.19	0.88	0.1	Ammler-von Eiff et al. 2009	http://adsabs.harvard.edu/abs/2009A%26A...507..523A	1	2013-04-15	NULL	NULL
TrES-4	NULL	17 53 13.05	+37 12 42.36	11.59	NULL	2.24	NULL	Spec	6293	96	4.2	0.27	4.06	0.03	2.01	0.17	0.34	0.1	1.46	0.18	Ammler-von Eiff et al. 2009	http://adsabs.harvard.edu/abs/2009A%26A...507..523A	1	2013-04-15	NULL	NULL
TrES-5	NULL	20 20 53.25	+59 26 55.62	13.72	NULL	NULL	NULL	Spec	5171	36	4.51	0.01	NULL	NULL	NULL	NULL	0.2	0.08	0.89	0.02	Mandushev et al. 2011	http://adsabs.harvard.edu/abs/2011ApJ...741..114M	NULL	2013-02-26	NULL	NULL
TYC-3667-1280-1	NULL	05 13 30.00	+58 25 34.00	9.9	0.02	2.17	NULL	Spec	5130	24	3.11	0.09	NULL	NULL	NULL	NULL	-0.08	0.05	1.72	0.16	Niedzielski et al. 2016	http://www.aanda.org/articles/aa/pdf/forth/aa28417-16.pdf	0	2016-03-24	NULL	NULL
TYC+1422-614-1	NULL	10 17 07.00	+19 33 30.00	10.21	0.04	1.65	NULL	Spec	4908	41	2.9	0.12	NULL	NULL	1.57	0.05	-0.07	0.03	1.88	0.22	Andreasen et al. 2017	http://adsabs.harvard.edu/abs/2017arXiv170306671A	1	2017-01-19	NULL	NULL
ups And	9826	01 36 47.84	+41 24 19.64	4.1	0.05	74.12	0.19	Simbad	6212	64	4.26	0.13	NULL	NULL	1.69	0.16	0.13	0.08	1.25	0.1	Santos et al. 2004	http://adsabs.harvard.edu/abs/2004A%26A...415.1153S	1	2013-02-26	NULL	NULL
V830 Tau	NULL	04 33 10.00	+24 33 43.00	12.1	NULL	NULL	NULL	Spec	4250	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Donati et al. 2016	http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1606.06236	0	2016-07-04	M dwarf	NULL
WASP-1	NULL	00 20 40.07	+31 59 23.79	11.31	0.13	3.21	NULL	Spec	6252	45	4.32	0.05	4.23	0.03	1.42	0.05	0.23	0.03	1.27	0.09	Mortier et al. 2013c	http://adsabs.harvard.edu/abs/2013A%26A...558A.106M	1	2013-07-10	NULL	NULL
WASP-10	NULL	23 15 58.29	+31 27 46.28	12.7	NULL	4.66	NULL	Spec	4645	125	4.27	0.39	4.61	0.02	0.58	0.47	0.04	0.05	0.76	0.13	Mortier et al. 2013c	http://adsabs.harvard.edu/abs/2013A%26A...558A.106M	1	2013-07-10	NULL	NULL
WASP-100	NULL	04 35 50.33	-64 01 37.33	10.8	0.06	NULL	NULL	Spec	6853	209	4.15	0.26	NULL	NULL	1.87	0.02	-0.3	0.12	1.39	0.19	Andreasen et al. 2017	http://adsabs.harvard.edu/abs/2017arXiv170306671A	1	2017-01-19	NULL	NULL
WASP-101	NULL	06 33 24.27	-23 29 10.27	10.34	0.03	NULL	NULL	Spec	6400	110	4.35	0.02	NULL	NULL	NULL	NULL	0.2	0.12	1.34	0.07	Hellier et al. 2013	http://adsabs.harvard.edu/abs/2013arXiv1310.5630H	0	2013-10-24	NULL	NULL
WASP-102	NULL	22 25 51.45	+15 51 24.29	12.73	NULL	2.44	NULL	Spec	5940	140	4.49	0.11	NULL	NULL	1	0.2	0.09	0.19	1.11	0.1	Faedi et al. 2016	http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1608.04225	0	2017-01-09	NULL	NULL
WASP-103	NULL	16 37 16.00	+07 11 00.00	12	NULL	NULL	NULL	Spec	6110	160	4.22	0.09	NULL	NULL	1.1	0.2	0.06	0.13	1.22	0.04	Gillon et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1401.2784G	0	2014-01-21	NULL	NULL
WASP-104	NULL	10 42 24.61	+07 26 06.30	11.12	0.1	6.97	NULL	Spec	5450	130	4.5	0.2	NULL	NULL	0.9	0.1	0.32	0.09	0.95	0.09	Smith et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1408.0887S	0	2014-08-18	NULL	NULL
WASP-105	NULL	01 36 40.00	-50 39 32.00	12.1	NULL	NULL	NULL	Spec	5070	130	4.2	0.2	NULL	NULL	NULL	NULL	0.28	0.16	0.99	0.12	Anderson et al. 2017	http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1701.03776	0	2017-01-17	NULL	NULL
WASP-106	NULL	11 05 43.13	-05 04 45.90	11.21	0.11	2.57	NULL	Spec	6000	150	4	0.2	NULL	NULL	1.2	0.1	-0.09	0.09	1.25	0.16	Smith et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1408.0887S	0	2014-08-18	NULL	NULL
WASP-107	NULL	12 33 33.00	-10 08 46.00	11.6	NULL	NULL	NULL	Spec	4430	120	4.5	0.1	NULL	NULL	NULL	NULL	0.02	0.1	0.69	0.06	Anderson et al. 2017	http://adsabs.harvard.edu/cgi-bin/bib_query?arXiv:1701.03776	0	2017-01-16	NULL	NULL
